sn,q1from1,q1to1,q1from2,q1to2,q1from3,q1to3,q2from1,q2to1,q2from2,q2to2,q2from3,q2to3,q3crop1,q3crop2,q3crop3,q3crop4,q3crop5,q3crop6,q4,q8icds,q8ssa,q8mdm,q8pmgsy,q8vaccin,q8sgry,q8nfw,q8rggvy,q8other,q91,q92,q93,q94,q10,q11,q12,q13,q14busstand,q14pryschool,q14secschool,q14phc,q14dispensary,q14hospital,q14bank,q14postoffice,q14market,q14fpsration,q14bdooffice,q14collectorsoffice,q15busstand,q15pryschool,q15secschool,q15phc,q15dispensary,q15hospital,q15bank,q15postoffice,q15market,q15fpsration,q15bdooffice,q15collectorsoffice,remarks,state,sid,did,bid,pid,vid,codesmerge,q1from11,q1from12,q1from1final,q1from21,q1from22,q1from2final,q1from31,q1from32,q1from3final,q2from11,q2from12,q2from1final,q2from21,q2from22,q2from2final,q2from31,q2from32,q2from3final,q1to11,q1to12,q1to1final,q1to21,q1to22,q1to2final,q1to31,q1to32,q1to3final,q2to11,q2to12,q2to1final,q2to21,q2to22,q2to2final,q2to31,q2to32,q2to3final,q11check,q12check,q13check,q21check,q22check,q23check,dummy1week1,dummy1week2,dummy1week3,dummy1week4,dummy1week5,dummy1week6,dummy1week7,dummy1week8,dummy1week9,dummy1week10,dummy1week11,dummy1week12,dummy1week13,dummy1week14,dummy1week15,dummy1week16,dummy1week17,dummy1week18,dummy1week19,dummy1week20,dummy1week21,dummy1week22,dummy1week23,dummy1week24,dummy1week25,dummy1week26,dummy1week27,dummy1week28,dummy1week29,dummy1week30,dummy1week31,dummy1week32,dummy1week33,dummy1week34,dummy1week35,dummy1week36,dummy1week37,dummy1week38,dummy1week39,dummy1week40,dummy1week41,dummy1week42,dummy1week43,dummy1week44,dummy1week45,dummy1week46,dummy1week47,dummy1week48,dummy2week1,dummy2week2,dummy2week3,dummy2week4,dummy2week5,dummy2week6,dummy2week7,dummy2week8,dummy2week9,dummy2week10,dummy2week11,dummy2week12,dummy2week13,dummy2week14,dummy2week15,dummy2week16,dummy2week17,dummy2week18,dummy2week19,dummy2week20,dummy2week21,dummy2week22,dummy2week23,dummy2week24,dummy2week25,dummy2week26,dummy2week27,dummy2week28,dummy2week29,dummy2week30,dummy2week31,dummy2week32,dummy2week33,dummy2week34,dummy2week35,dummy2week36,dummy2week37,dummy2week38,dummy2week39,dummy2week40,dummy2week41,dummy2week42,dummy2week43,dummy2week44,dummy2week45,dummy2week46,dummy2week47,dummy2week48,q5season1from_day,q5season1fromfinal,q5season1to_day,q5season1tofinal,q5season2from_day,q5season2fromfinal,q5season2to_day,q5season2tofinal,q5season3from_day,q5season3fromfinal,q5season3to_day,q5season3tofinal,q6tillingseason1from_day,q6tillingseason1fromfinal,q6tillingseason1to_day,q6tillingseason1tofinal,q6seedingseason1from_day,q6seedingseason1fromfinal,q6seedingseason1to_day,q6seedingseason1tofinal,q6fertilizationseason1from_day,q6fertilizationseason1fromfinal,q6fertilizationseason1to_day,q6fertilizationseason1tofinal,q6harvestingseason1from_day,q6harvestingseason1fromfinal,q6harvestingseason1to_day,q6harvestingseason1tofinal,q6tillingseason2from_day,q6tillingseason2fromfinal,q6tillingseason2to_day,q6tillingseason2tofinal,q6seedingseason2from_day,q6seedingseason2fromfinal,q6seedingseason2to_day,q6seedingseason2tofinal,q6fertilizationseason2from_day,q6fertilizationseason2fromfinal,q6fertilizationseason2to_day,q6fertilizationseason2tofinal,q6harvestingseason2from_day,q6harvestingseason2fromfinal,q6harvestingseason2to_day,q6harvestingseason2tofinal,q7tillingseason1from_day,q7tillingseason1fromfinal,q7tillingseason1to_day,q7tillingseason1tofinal,q7seedingseason1from_day,q7seedingseason1fromfinal,q7seedingseason1to_day,q7seedingseason1tofinal,q7fertilizationseason1from_day,q7fertilizationseason1fromfinal,q7fertilizationseason1to_day,q7fertilizationseason1tofinal,q7harvestingseason1from_day,q7harvestingseason1fromfinal,q7harvestingseason1to_day,q7harvestingseason1tofinal,q7tillingseason2from_day,q7tillingseason2fromfinal,q7tillingseason2to_day,q7tillingseason2tofinal,q7seedingseason2from_day,q7seedingseason2fromfinal,q7seedingseason2to_day,q7seedingseason2tofinal,q7fertilizationseason2from_day,q7fertilizationseason2fromfinal,q7fertilizationseason2to_day,q7fertilizationseason2tofinal,q7harvestingseason2from_day,q7harvestingseason2fromfinal,q7harvestingseason2to_day,q7harvestingseason2tofinal,q5season1check,q5season2check,q6tillingseason1check,q6tillingseason2check,q6seedingseason1check,q6seedingseason2check,q6fertilizationseason1check,q6fertilizationseason2check,q6harvestingseason1check,q6harvestingseason2check,q7tillingseason1check,q7tillingseason2check,q7seedingseason1check,q7seedingseason2check,q7fertilizationseason1check,q7fertilizationseason2check,q7harvestingseason1check,q7harvestingseason2check,q8aggregate,q91_any,q92_any,q93_any,q94_any,q9_ngocount,q10_any,q10_postsp,q10_BDO_month,q10_BDO_year,q11_any,q11_postsp,q11_collector_month,q11_collector_year,q12_relwealth1,q12_relwealth2,q12_relwealth3,q13_relactivism1,q13_relactivism2,q13_relactivism3
30,2nd Jan,1st May,,,,,2nd May,3rd Dec,,,,,Paddy,Mandia,Suan,Alasi,,,1,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,16-12-2007,Not Visit,Poorer,Less,10-20km,In village,Less than 3km,10-20km,20-30km,More than 50km,10-20km,5-10km,20-30km,20-30km,30-50km,More than 50km,1-2hrs,Less than 10min,30-45min,1-2hrs,2-3hrs,More than 3hrs,1-2hrs,1-2hrs,2-3hrs,2-3hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,11,3,3,1,2,2,,,,,,,5,2,18,,,,,,,5,1,17,,,,,,,12,3,47,,,,,,,15,,,29,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,2474,,,,,,,,,,,31,2461,30,2417,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,31,2461,1,2456,31,2461,3,2451,,,,,31,2474,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,5,,,,,,4,0,0,0,0,0,1,1,12,,0,0,,,0,1,0,0,1,0
32,Last Dec,Last Apr,,,,,1st May,Last Nov,,,,,Paddy,Mandia,Suan,Alasi,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,12-Nov,Not Visit,Richer,More,5-10km,In village,5-10km,10-20km,20-30km,30-50km,10-20km,In village,10-20km,10-20km,10-20km,More than 50km,1-2hrs,10-20min,1-2hrs,2-3hrs,More than 3hrs,More than 3hrs,1-2hrs,Less than 10min,1-2hrs,1-2hrs,1-2hrs,More than 3hrs,.,Orissa,24,11,5,11,5,3,12,4,48,,,,,,,5,1,17,,,,,,,4,4,16,,,,,,,11,4,44,,,,,,,-32,,,27,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,31,2461,30,2417,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,31,2461,30,2417,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,8,0,0,0,0,0,1,1,11,,0,0,,,1,0,0,1,0,0
29,1st Feb,1st May,,,,,1st May,Last Nov,,,,,Paddy,Mandia,Alasi,,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,16-12-2007,Not Visit,Richer,More,10-20km,In village,Less than 3km,10-20km,30-50km,More than 50km,10-20km,5-10km,20-30km,20-30km,30-50km,More than 50km,1-2hrs,Less than 10min,30-45min,1-2hrs,2-3hrs,More than 3hrs,1-2hrs,1-2hrs,2-3hrs,2-3hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,11,6,3,2,1,5,,,,,,,5,1,17,,,,,,,5,1,17,,,,,,,11,4,44,,,,,,,12,,,27,,,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2465,1,2474,,,,,,,,,1,2465,,,30,2469,,,1,2448,,,,,31,2474,,,,,,,,,,,,,,,,,1,2465,,,30,2469,,,1,2448,,,,,31,2474,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,1,1,12,,0,0,,,1,0,0,1,0,0
31,2nd Jan,1st May,,,,,2nd May,Last Nov,,,,,Paddy,Mandia,Suan,Alasi,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,7-Sep,Not Visit,Poorer,Less,10-20km,In village,Less than 3km,10-20km,20-30km,More than 50km,10-20km,Less than 3km,10-20km,10-20km,10-20km,More than 50km,2-3hrs,Less than 10min,30-45min,2-3hrs,More than 3hrs,More than 3hrs,2-3hrs,30-45min,2-3hrs,2-3hrs,2-3hrs,More than 3hrs,.,Orissa,24,11,5,11,10,3,1,2,2,,,,,,,5,2,18,,,,,,,5,1,17,,,,,,,11,4,44,,,,,,,15,,,26,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,31,2461,1,2456,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,31,2461,1,2456,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,8,0,0,0,0,0,1,1,9,,0,0,,,0,1,0,0,1,0
25,2nd Jan,1st May,,,,,2nd May,Last Dec,,,,,Paddy,Mandia,Alasi,Pipali,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4 Years ago,Not Visit,Richer,More,5-10km,In village,In village,5-10km,30-50km,30-50km,5-10km,3-5km,5-10km,5-10km,30-50km,More than 50km,1-2hrs,Less than 10min,Less than 10min,1-2hrs,2-3hrs,More than 3hrs,2-3hrs,45-60min,1-2hrs,1-2hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,14,1,3,1,2,2,,,,,,,5,2,18,,,,,,,5,1,17,,,,,,,12,4,48,,,,,,,15,,,30,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,31,2461,2,2458,31,2461,1,2448,,,,,31,2474,,,,,,,,,,,,,,,,,,,31,2461,2,2458,31,2461,1,2448,,,,,31,2474,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,7,0,0,0,0,0,1,0,-36,,0,0,,,1,0,0,1,0,0
23,2nd Jan,1st May,,,,,2nd May,Last Oct,2nd Nov,1st Dec,,,Paddy,Mandia,Suan,Alasi,Kandula,Black Gram,2,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Not Come,Not Visit,Poorer,Less,3-5km,In village,3-5km,10-20km,30-50km,More than 50km,10-20km,10-20km,5-10km,10-20km,30-50km,More than 50km,30-45min,Less than 10min,45-60min,More than 3hrs,More than 3hrs,1-2hrs,1-2hrs,45-60min,1-2hrs,1-2hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,14,4,3,1,2,2,,,,,,,5,2,18,11,2,42,,,,5,1,17,,,,,,,10,4,40,12,1,45,,,,15,,,22,3,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,,,2,2471,,,1,2483,,,,,,,31,2461,1,2456,31,2461,,,,,,,2,2471,,,31,2491,1,2469,3,2472,1,2474,,,1,2483,2,2484,,,31,2461,1,2456,31,2461,,,,,,,2,2471,,,31,2491,3,2438,3,2472,1,2474,3,2477,1,2483,3,2485,,,,,5,3,,,,1,,,5,-18,,3,,2,6,0,0,0,0,0,0,0,,,0,0,,,0,1,0,0,1,0
28,2nd Jan,1st May,,,,,Last May,1st Nov,,,,,Paddy,Mandia,Alasi,,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,2006,Not Visit,Poorer,Less,5-10km,In village,Less than 3km,10-20km,20-30km,More than 50km,10-20km,5-10km,5-10km,5-10km,30-50km,More than 50km,45-60min,Less than 10min,10-20min,1-2hrs,2-3hrs,More than 3hrs,45-60min,45-60min,30-45min,30-45min,2-3hrs,More than 3hrs,.,Orissa,24,11,5,14,7,3,1,2,2,,,,,,,5,4,20,,,,,,,5,1,17,,,,,,,11,1,41,,,,,,,15,,,21,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,2,2471,,,,,,,,,,,31,2461,2,2458,31,2461,,,,,,,2,2471,,,,,,,,,,,,,,,,,,,31,2461,2,2458,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,7,0,0,0,0,0,1,0,,0,0,0,,,0,1,0,0,1,0
24,3rd Jan,1st May,,,,,Last May,Last Nov,,,,,Paddy,Mandia,Alasi,,,,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,16-01-2008,Not Visit,Poorer,Less,5-10km,In village,3-5km,10-20km,30-50km,10-20km,10-20km,5-10km,5-10km,5-10km,30-50km,More than 50km,45-60min,Less than 10min,30-45min,1-2hrs,2-3hrs,More than 3hrs,1-2hrs,45-60min,45-60min,45-60min,2-3hrs,More than 3hrs,.,Orissa,24,11,5,14,8,3,1,3,3,,,,,,,5,4,20,,,,,,,5,1,17,,,,,,,11,4,44,,,,,,,14,,,24,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,1,2474,,,,,,,,,,,31,2461,2,2458,31,2461,1,2448,,,1,2435,31,2474,,,,,,,,,,,,,,,,,,,31,2461,1,2456,31,2461,1,2448,,,1,2435,31,2474,,,,,,,,,,,,,,,,,,,,,3,,,,-13,,,,5,,,,-13,,5,0,0,0,0,0,1,1,13,,0,0,,,0,1,0,0,1,0
42,Jan 2nd,May 3rd,,,,,May 3rd,Dec Last,,,,,Paddy,Mandia,Alasi,Suan,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,7-Jan,3-Mar,Richer,More,10-20km,In village,10-20km,30-50km,30-50km,More than 50km,More than 50km,5-10km,10-20km,10-20km,More than 50km,More than 50km,1-2hrs,20-30min,1-2hrs,More than 3hrs,More than 3hrs,More than 3hrs,,1-2hrs,2-3hrs,2-3hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,16,12,3,1,2,2,,,,,,,5,3,19,,,,,,,5,3,19,,,,,,,12,4,48,,,,,,,17,,,29,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2468,31,2478,,,,,,,,,3,2416,31,2461,2,2458,31,2461,2,2449,2,2493,2,2436,31,2478,,,,,,,,,,,,,,,,,2,2414,31,2461,2,2458,31,2461,2,2449,2,2493,2,2436,31,2478,,,,,,,,,,,,,,,,,10,,-7,,3,,44,,-10,,-5,,3,,44,,-10,,7,0,0,0,0,0,1,1,1,,1,1,3,,1,0,0,1,0,0
20,1st Jan,1st May,,,,,2nd May,1st Dec,,,,,Paddy,Mandia,Alasi,,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,7-Oct,Not Visit,Richer,More,In village,In village,In village,5-10km,20-30km,30-50km,In village,Less than 3km,Less than 3km,Less than 3km,Less than 3km,More than 50km,Less than 10min,Less than 10min,Less than 10min,10-20min,45-60min,2-3hrs,10-20min,10-20min,10-20min,10-20min,10-20min,More than 3hrs,.,Orissa,24,11,5,17,1,3,1,1,1,,,,,,,5,2,18,,,,,,,5,1,17,,,,,,,12,1,45,,,,,,,16,,,27,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,3,2416,31,2461,2,2458,31,2461,,,,,,,31,2474,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,31,2461,3,2451,,,,,1,2474,,,,,,,,,,,,,,,,,,,-7,,3,,,,,,-7,,3,,,,,,7,0,0,0,0,0,1,1,10,,0,0,,,1,0,0,1,0,0
19,2nd Jan,1st May,,,,,2nd May,Last Dec,,,,,Paddy,Mandia,Alasi,,,,1,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,3-May,Not Visit,Poorer,Less,Less than 3km,In village,Less than 3km,Less than 3km,10-20km,20-30km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,30-50km,10-20min,Less than 10min,10-20min,10-20min,1-2hrs,2-3hrs,10-20min,10-20min,10-20min,10-20min,10-20min,2-3hrs,.,Orissa,24,11,5,17,12,3,1,2,2,,,,,,,5,2,18,,,,,,,5,1,17,,,,,,,12,4,48,,,,,,,15,,,30,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,3,2416,31,2461,2,2458,31,2461,,,,,,,,,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,31,2461,,,,,,,1,2474,,,,,,,,,,,,,,,,,,,-7,,3,,,,,,-7,,3,,,,,,6,0,0,0,0,0,1,0,-43,,0,0,,,0,1,0,0,1,0
43,Jan Last,May Last,,,,,3rd June,Dec Last,,,,,Paddy,Mandia,Alasi,,,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,8-Jan,7-May,Same,Same,Less than 3km,In village,Less than 3km,5-10km,5-10km,More than 50km,Less than 3km,Less than 3km,Less than 3km,Less than 3km,20-30km,More than 50km,30-45min,Less than 10min,30-45min,45-60min,45-60min,More than 3hrs,30-45min,30-45min,30-45min,30-45min,2-3hrs,More than 3hrs,.,Orissa,24,11,5,18,3,3,1,4,4,,,,,,,6,3,23,,,,,,,5,4,20,,,,,,,12,4,48,,,,,,,16,,,25,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,2469,4,2478,,,,,,,,,3,2416,31,2461,2,2458,31,2461,2,2449,2,2493,3,2438,31,2478,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,4,2461,2,2449,2,2493,3,2438,31,2478,,,,,,,,,,,,,,,,,9,,-7,,3,,44,,-12,,-7,,3,,44,,-12,,8,0,0,0,0,0,1,1,13,,1,1,5,,0,0,1,0,0,1
45,1st Jan,May 1st,,,,,May Last,Dec 2nd,,,,,Paddy,Alasi,Mandia,Suan,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,2007,No,Same,Same,10-20km,In village,In village,10-20km,20-30km,More than 50km,10-20km,In village,10-20km,10-20km,30-50km,More than 50km,1-2hrs,Less than 10min,Less than 10min,1-2hrs,2-3hrs,More than 3hrs,1-2hrs,Less than 10min,1-2hrs,1-2hrs,More than 3hrs,More than 3hrs,.,Orissa,24,11,5,20,2,3,1,1,1,,,,,,,5,4,20,,,,,,,5,1,17,,,,,,,12,2,46,,,,,,,16,,,26,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2468,1,2474,,,,,,,,,2,2414,31,2461,2,2458,31,2461,1,2448,1,2491,3,2438,1,2474,,,,,,,,,,,,,,,,,2,2414,31,2461,2,2458,4,2461,2,2449,1,2491,3,2438,1,2474,,,,,,,,,,,,,,,,,6,,-5,,3,,43,,-16,,-5,,3,,42,,-16,,7,0,0,0,0,0,1,1,,1,0,0,,,0,0,1,0,0,1
55,Jan 3rd,May Last,,,,,June 2nd,Dec 1st,,,,,Paddy,Mandia,Kandula,Janha,Black Gram,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,8-Jan,8-Jan,Richer,More,In village,In village,In village,10-20km,10-20km,More than 50km,10-20km,In village,10-20km,In village,10-20km,More than 50km,Less than 10min,Less than 10min,Less than 10min,1-2hrs,1-2hrs,More than 3hrs,1-2hrs,Less than 10min,1-2hrs,Less than 10min,1-2hrs,More than 3hrs,.,Orissa,24,11,7,3,2,3,1,3,3,,,,,,,6,2,22,,,,,,,5,4,20,,,,,,,12,1,45,,,,,,,17,,,23,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,30,2469,1,2474,,,,,,,,,3,2416,31,2461,2,2458,31,2461,2,2449,2,2493,3,2438,31,2478,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,4,2461,2,2449,2,2493,3,2438,30,2487,,,,,,,,,,,,,,,,,5,,-7,,3,,44,,-12,,-7,,3,,44,,-3,,7,0,0,0,0,0,1,1,13,,1,1,13,,1,0,0,1,0,0
56,Jan Last,May Last,,,,,June 1st,Dec Last,,,,,Paddy,Mandia,Kandula,Alasi,,,1,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,8-Jan,No,Same,Same,Less than 3km,In village,Less than 3km,10-20km,10-20km,More than 50km,10-20km,Less than 3km,Less than 3km,Less than 3km,10-20km,More than 50km,30-45min,Less than 10min,30-45min,2-3hrs,2-3hrs,More than 3hrs,2-3hrs,30-45min,30-45min,30-45min,2-3hrs,More than 3hrs,.,Orissa,24,11,7,3,5,3,1,4,4,,,,,,,6,1,21,,,,,,,5,4,20,,,,,,,12,4,48,,,,,,,16,,,27,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2468,31,2478,,,,,,,,,3,2416,31,2461,2,2458,31,2461,3,2451,30,2495,3,2438,31,2478,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,4,2461,3,2451,30,2495,3,2438,31,2478,,,,,,,,,,,,,,,,,10,,-7,,3,,44,,-12,,-7,,3,,44,,-12,,6,0,0,0,0,0,1,1,13,,0,0,,,0,0,1,0,0,1
54,Jan Last,May Last,,,,,June 3rd,Dec Last,,,,,Paddy,Mandia,Kandula,Suan,,,1,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,VIKAS,,,,7-Dec,No,Richer,Less,5-10km,In village,3-5km,5-10km,10-20km,More than 50km,5-10km,5-10km,5-10km,5-10km,5-10km,More than 50km,45-60min,Less than 10min,30-45min,45-60min,2-3hrs,More than 3hrs,45-60min,45-60min,45-60min,45-60min,45-60min,More than 3hrs,.,Orissa,24,11,7,3,6,3,1,4,4,,,,,,,6,3,23,,,,,,,5,4,20,,,,,,,12,4,48,,,,,,,16,,,25,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2468,1,2483,,,,,,,,,3,2416,31,2461,2,2458,31,2461,31,,1,2491,3,2438,1,2483,,,,,,,,,,,,,,,,,3,2416,31,2461,2,2458,4,2461,31,2456,1,2491,3,2438,30,2487,,,,,,,,,,,,,,,,,15,,-7,,3,,,,-7,,-7,,3,,35,,-3,,7,1,0,0,0,1,1,1,12,,0,0,,,1,0,0,0,1,0
